id	source	owner	field	influence	lifetime	storage	bound	category	admission	failure	release	status	tests
transient.protocol.input_serialize	crates/dustnet-core/src/protocol/message.rs	InputMessage::serialize	result	mixed	operation	transient	MAX_INPUT_MESSAGE_SIZE	none	checked semantic limit plus fallible exact construction of every successful owned value	resource exhaustion returns ProtocolError without publishing a partial value	RawFrame transfer or drop	bounded	message_serializers_enforce_semantic_bounds
transient.protocol.subscribe_serialize	crates/dustnet-core/src/protocol/message.rs	SubscribeMessage::serialize	result	mixed	operation	transient	MAX_CONTROL_MESSAGE_SIZE	none	checked semantic limit plus fallible exact construction of every successful owned value	resource exhaustion returns ProtocolError without publishing a partial value	RawFrame transfer or drop	bounded	message_serializers_enforce_semantic_bounds
transient.protocol.update_serialize	crates/dustnet-core/src/protocol/message.rs	UpdateMessage::serialize	result	mixed	operation	transient	MAX_LIVE_UPDATE_SIZE	none	checked semantic limit plus fallible exact construction of every successful owned value	resource exhaustion returns ProtocolError without publishing a partial value	RawFrame transfer or drop	bounded	message_serializers_enforce_semantic_bounds
scoped_resource.scope	crates/dustnet-client/src/client.rs	ScopedResource	scope	remote	operation	retained	one reducer-issued page scope	none	fallibly cloned before transport or moved unchanged into the scoped completion	allocation rejection occurs before resource request publication	artifact transfer or drop	bounded	stale_same_scope_wasm_work_cannot_mutate_runtime_artifacts
scoped_resource.resource	crates/dustnet-client/src/client.rs	ScopedResource	resource	remote	page	retained	MAX_WASM_MODULE_SIZE	ResourceCache	allocation-free clone of the already-fallibly constructed shared owner retains body and lease together	cache eviction cannot release a body still owned by prepared or loaded page work	loaded-page replacement or final shared drop	governed	fixed_wasm_batch_moves_exact_path_and_body_leases_into_loaded_page,shared_resource_owner_rejection_preserves_same_cache_entry
shared_resource.inner	crates/dustnet-client/src/client.rs	SharedResource	inner	remote	page	retained	one pinned triomphe Arc owner	ResourceCache	fallible Arc construction follows exact aggregate admission for Vec capacity plus ArcInner layout	allocator rejection drops the unpublished body and lease without replacing the same-key cache entry	final shared drop	governed	shared_resource_owner_accounts_capacity_header_and_final_clone,shared_resource_owner_rejection_preserves_same_cache_entry
shared_resource_allocation.bytes	crates/dustnet-client/src/client.rs	SharedResourceAllocation	bytes	remote	page	retained	MAX_WASM_MODULE_SIZE and MAX_RESOURCE_CACHE_BYTES	ResourceCache	original response Vec moves without copying and its actual capacity is category and aggregate charged	governor or owner allocation rejection releases the complete candidate	final shared drop	governed	shared_resource_owner_accounts_capacity_header_and_final_clone,shared_resource_owner_rejection_preserves_same_cache_entry
shared_resource_allocation.lease	crates/dustnet-client/src/client.rs	SharedResourceAllocation	_lease	remote	page	retained	exact Vec capacity plus pinned ArcInner layout	ResourceCache	lease moves into the same fallibly allocated owner as the body	owner rejection drops the lease and returns count category and aggregate usage to baseline	final shared drop	governed	shared_resource_owner_accounts_capacity_header_and_final_clone,shared_resource_owner_rejection_preserves_same_cache_entry
wasm_artifact.path	crates/dustnet-client/src/compositor/terminal/runner.rs	PreparedWasmArtifact	path	remote	page	retained	MAX_ATTRIBUTE_VALUE_CHARS within MAX_WASM_INSTANCES	RemoteCollections	all dependency path capacities are atomically admitted before any LoadWasm request and strings move into fixed slots	admission pressure restores the exact fetched parse candidate and publishes no batch	loaded-page replacement RetirePageWork or drop	governed	wasm_batch_path_pressure_restores_exact_parse_candidate_for_retry
wasm_artifact.resource	crates/dustnet-client/src/compositor/terminal/runner.rs	PreparedWasmArtifact	resource	remote	page	retained	MAX_WASM_MODULE_SIZE	ResourceCache	ScopedResource and its shared exact body lease move into the fixed artifact slot	stale duplicate fetch and storage rejection cannot replace a current artifact	loaded-page replacement RetirePageWork or drop	governed	fixed_wasm_batch_moves_exact_path_and_body_leases_into_loaded_page,wasm_batch_path_pressure_restores_exact_parse_candidate_for_retry
wasm_batch.entries	crates/dustnet-client/src/compositor/terminal/runner.rs	PreparedWasmBatch	entries	remote	page	retained	MAX_WASM_INSTANCES fixed inline slots	RemoteCollections and ResourceCache	allocation-free array topology receives pre-admitted paths and leased resources then moves into LoadedPage	duplicate full stale and layout rejection preserve existing exact artifacts	loaded-page replacement RetirePageWork or drop	governed	layout_pressure_retains_exact_parsed_candidate_until_activation,wasm_batch_path_pressure_restores_exact_parse_candidate_for_retry
wasm_batch.path_lease	crates/dustnet-client/src/compositor/terminal/runner.rs	PreparedWasmBatch	path_lease	remote	page	retained	sum of dependency String capacities	RemoteCollections	one aggregate exact lease is acquired before publishing the dependency batch and shrinks on rejected paths	budget rejection restores the fetched candidate with no installed batch	loaded-page replacement RetirePageWork or drop	governed	wasm_batch_path_pressure_restores_exact_parse_candidate_for_retry
sessions.retained_lease	crates/dustnet-client/src/session_store.rs	GovernedSessionStore	retained_lease	remote	process	retained	exact retained session capacity	Sessions	candidate peak and retained session capacity are pre-admitted before replacement	admission rejection preserves the exact existing store and lease	clear or drop	governed	governed_sessions_account_exact_retained_capacity_until_clear_and_drop,governed_sessions_candidate_rejection_preserves_the_exact_store
page.projection_lease	crates/dustnet-client/src/compositor/terminal/runner.rs	LoadedPage	_projection_lease	remote	page	retained	exact focus placement and sticky projection capacity	RemoteCollections	candidate projection capacity is admitted before LoadedPage publication	projection rejection preserves the active page	page replacement or drop	governed	loaded_page_retains_and_releases_projection_collection_capacity,layout_allocation_rejection_refuses_the_page_at_every_site_and_recovers
region.cell_lease	crates/dustnet-client/src/compositor/terminal/runner.rs	RegionBuffer	cell_lease	remote	page	retained	exact retained flat live-region cell capacity	SceneCells	candidate logical cells are reserved before construction then reconciled to actual Vec capacity while the prior lease stays live	pressure preserves the exact prior flat cells and lease	region retirement page replacement or drop	governed	live_region_rows_are_exactly_leased_and_released,region_row_rejection_keeps_the_previous_generation_and_recovers
scene.node_topology_lease	crates/dustnet-client/src/compositor/scene/tree.rs	Scene	_node_topology_lease	remote	page	retained	exact fallibly allocated arena slot and free-index capacities including one dormant transition node	RemoteCollections	one candidate lease precedes both arena reserves and reconciles to allocator-selected capacities before node construction	admission or allocation rejection leaves only a disposable invalid candidate	scene replacement or drop	governed	dormant_page_transition_slot_transfers_lease_and_reuses_topology,scene_node_topology_governor_and_allocator_rejection_discard_candidates
scene.relayout_lease	crates/dustnet-client/src/compositor/scene/tree.rs	RelayoutJournal	_lease	remote	operation	retained	exact relayout rollback journal capacity	RemoteCollections	journal capacity is admitted before structural mutation	preadmission failure preserves scene topology and accounting	commit rollback or drop	governed	remove_preadmission_failure_preserves_scene_and_accounting,relayout_journal_rejection_installs_nothing_and_recovers
animation.collection_lease	crates/dustnet-client/src/compositor/animate/runtime.rs	AnimationRuntime	_animation_collection_lease	remote	page	retained	exact animation adapter collection capacity	RemoteCollections	complete adapter collection topology is admitted before runtime publication	candidate rejection releases all prepared adapters and leases	runtime replacement or drop	governed	from_scene_retains_exact_animation_frame_and_payload_leases,frame_collection_rejection_refuses_the_runtime_and_recovers
animation.payload_lease	crates/dustnet-client/src/compositor/animate/runtime.rs	AnimationRuntime	_animation_payload_lease	remote	page	retained	exact retained animation payload capacity	RemoteCollections	complete adapter payload is admitted before runtime publication	candidate rejection releases all prepared payload and leases	runtime replacement or drop	governed	from_scene_retains_exact_animation_frame_and_payload_leases,frame_collection_rejection_refuses_the_runtime_and_recovers
animation.transition_collection_lease	crates/dustnet-client/src/compositor/animate/runtime.rs	AnimationRuntime	_transition_collection_lease	remote	page	retained	exact panel-transition collection capacity	RemoteCollections	transition collection topology is pre-admitted before installation	pressure preserves existing transitions without partial insertion	runtime replacement or drop	governed	panel_transition_collection_is_preadmitted_and_released,frame_collection_rejection_refuses_the_runtime_and_recovers
effect_adapter.id	crates/dustnet-client/src/compositor/animate/effect.rs	TextEffectAdapter	id	remote	page	retained	one parser-bounded animation identifier	none	adapter accepts an already-owned String and performs no retained copy	caller-side candidate rejection precedes adapter publication	adapter or runtime drop	bounded	text_effect_paint_uses_no_string_scratch
effect_adapter.content	crates/dustnet-client/src/compositor/animate/effect.rs	TextEffectAdapter	content	remote	page	retained	MAX_TEXT_TOKEN_SIZE scanner bound	none	adapter accepts already-owned text and paints borrowed prefixes or graphemes without String scratch	caller-side candidate rejection precedes adapter publication	adapter or runtime drop	bounded	text_effect_paint_uses_no_string_scratch
tween_adapter.id	crates/dustnet-client/src/compositor/animate/tween.rs	TweenAdapter	id	remote	page	retained	one parser-bounded animation identifier	none	adapter accepts an already-owned String without cloning	caller-side candidate rejection precedes adapter publication	adapter or runtime drop	bounded	keyframes_sorted_at_construction
tween_adapter.keyframes	crates/dustnet-client/src/compositor/animate/tween.rs	TweenAdapter	keyframes	remote	page	retained	MAX_ANIMATION_FRAMES parser bound	none	caller-owned bounded Vec moves into the compatibility adapter and sorting is allocation-free	caller-side candidate rejection precedes adapter publication	adapter or runtime drop	bounded	keyframes_sorted_at_construction
frame_adapter.id	crates/dustnet-client/src/compositor/animate/frame.rs	FrameAnimationAdapter	id	remote	page	retained	one parser-bounded animation identifier	RemoteCollections	fallibly copied snapshot String moves into the adapter under the runtime payload lease	candidate rejection drops the adapter and aggregate payload lease	adapter or runtime drop	governed	from_scene_retains_exact_animation_frame_and_payload_leases,frame_collection_rejection_refuses_the_runtime_and_recovers
frame_adapter.frames	crates/dustnet-client/src/compositor/animate/frame.rs	FrameAnimationAdapter	frames	remote	page	retained	MAX_ANIMATION_FRAMES and governed CellBuffer dimensions	RemoteCollections and SceneCells	complete frame Vec and every governed buffer are built before adapter publication	layout or admission rejection drops the disposable frame candidate	adapter or runtime drop	governed	from_scene_retains_exact_animation_frame_and_payload_leases,frame_collection_rejection_refuses_the_runtime_and_recovers
frame_adapter.after	crates/dustnet-client/src/compositor/animate/frame.rs	FrameAnimationAdapter	after	remote	page	retained	one parser-bounded dependency identifier	RemoteCollections	fallibly copied snapshot String moves into the adapter under the runtime payload lease	candidate rejection drops the adapter and aggregate payload lease	adapter or runtime drop	governed	from_scene_retains_exact_animation_frame_and_payload_leases,frame_collection_rejection_refuses_the_runtime_and_recovers
frame_adapter.collection_lease	crates/dustnet-client/src/compositor/animate/frame.rs	FrameAnimationAdapter	_collection_budget_lease	remote	page	retained	exact frame Vec backing capacity	RemoteCollections	lease is admitted and reconciled before frame buffers are inserted	candidate rejection releases frames before their lease	adapter or runtime drop	governed	from_scene_retains_exact_animation_frame_and_payload_leases,frame_collection_rejection_refuses_the_runtime_and_recovers
wasm_adapter.id	crates/dustnet-client/src/compositor/animate/wasm.rs	WasmAnimationAdapter	id	remote	page	retained	one parser-bounded animation identifier	RemoteCollections	fallibly copied snapshot String moves into the adapter under the runtime payload lease	candidate rejection drops the adapter and aggregate payload lease	adapter or runtime drop	governed	from_scene_retains_exact_animation_frame_and_payload_leases,frame_collection_rejection_refuses_the_runtime_and_recovers
wasm_adapter.after	crates/dustnet-client/src/compositor/animate/wasm.rs	WasmAnimationAdapter	after	remote	page	retained	one parser-bounded dependency identifier	RemoteCollections	fallibly copied snapshot String moves into the adapter under the runtime payload lease	candidate rejection drops the adapter and aggregate payload lease	adapter or runtime drop	governed	from_scene_retains_exact_animation_frame_and_payload_leases,frame_collection_rejection_refuses_the_runtime_and_recovers
wasm_adapter.pending_notice	crates/dustnet-client/src/compositor/animate/wasm.rs	WasmAnimationAdapter	pending_notice	remote	operation	retained	animation identifier length plus 160 bytes	none	bounded writer reserves fallibly and rejects overflow before publishing the optional notice	allocation or bound rejection omits the secondary notice without aborting adapter failure handling	next tick transfer adapter replacement or drop	bounded	wasm_notice_formatting_is_bounded_and_fallible
wasm_adapter.swap_buf	crates/dustnet-client/src/compositor/animate/wasm.rs	WasmAnimationAdapter	swap_buf	remote	page	retained	validated animation region within scene cell limits	CompositorCells	governed CellBuffer is completely built before adapter publication	construction or resize rejection preserves prior adapter storage	adapter replacement or drop	governed	resize_pressure_preserves_adapter_and_exact_storage_until_retry
transition_adapter.id	crates/dustnet-client/src/compositor/animate/transition.rs	TransitionAdapter	id	remote	operation	retained	parser-bounded panel identifier plus fixed prefix	none	fallible exact String construction completes before transition candidate publication	allocation rejection returns before transition installation	transition completion rejection or drop	bounded	panel_transition_id_construction_is_bounded_and_fallible
transition_adapter.old_buf	crates/dustnet-client/src/compositor/animate/transition.rs	TransitionAdapter	old_buf	remote	operation	retained	union panel region within scene cell limits	CompositorCells	governed exact sub-buffer candidate moves into adapter before page commit	candidate rejection preserves the prior active page	transition completion rejection or drop	governed	panel_transition_buffers_retain_exact_governed_storage,refused_panel_transition_capture_reports_failure_and_recovers
transition_adapter.new_buf	crates/dustnet-client/src/compositor/animate/transition.rs	TransitionAdapter	new_buf	remote	operation	retained	union panel region within scene cell limits	CompositorCells	governed exact sub-buffer candidate moves into adapter before page commit	candidate rejection preserves the prior active page	transition completion rejection or drop	governed	panel_transition_buffers_retain_exact_governed_storage,refused_panel_transition_capture_reports_failure_and_recovers
page_transition.old_snapshot	crates/dustnet-client/src/compositor/animate/page_transition.rs	PageTransitionAdapter	old_snapshot	remote	operation	retained	viewport within scene cell limits	CompositorCells	exact governed source snapshot moves into adapter only after destination admission	transition pressure preserves the scoped source snapshot for retry	transition completion cancellation or drop	governed	governed_adapter_releases_transition_storage_on_drop,page_transition_start_pressure_preserves_exact_capture_until_retry
page_transition.new_snapshot	crates/dustnet-client/src/compositor/animate/page_transition.rs	PageTransitionAdapter	new_snapshot	remote	operation	retained	viewport within scene cell limits	CompositorCells	exact governed destination snapshot moves into adapter only after complete admission	candidate rejection preserves the active destination page	transition completion cancellation or drop	governed	governed_adapter_releases_transition_storage_on_drop,page_transition_start_pressure_preserves_exact_capture_until_retry
transient.local_wasm_read	crates/dustnet-client/src/compositor/animate/wasm.rs	load_wasm_from_file	result	remote	operation	transient	MAX_WASM_MODULE_SIZE plus one growth-detection byte	none	validated open-file metadata precedes exact fallible buffer reservation and capped reads	allocator rejection or file growth publishes no module bytes	compile completion error or function return	bounded	local_wasm_read_allocation_rejection_is_recoverable_and_bounded
protocol.uri.host	crates/dustnet-core/src/protocol/uri.rs	AtpUri	host	remote	operation	retained	MAX_URI_LEN and ASCII host validation	none	parser reserves the complete canonical host before publication	allocation rejection returns ResourceExhausted without a partial URI	URI owner replacement transfer or drop	bounded	uri_allocation_rejection_is_recoverable
protocol.uri.path	crates/dustnet-core/src/protocol/uri.rs	AtpUri	path	remote	operation	retained	MAX_URI_LEN	none	one-pass normalization reserves the complete bounded path before publication	allocation rejection returns ResourceExhausted without a partial URI	URI owner replacement transfer or drop	bounded	uri_allocation_rejection_is_recoverable
protocol.uri.query	crates/dustnet-core/src/protocol/uri.rs	AtpUri	query	remote	operation	retained	MAX_URI_LEN	none	query capacity is reserved and copied fallibly before URI publication	allocation rejection returns ResourceExhausted without a partial URI	URI owner replacement transfer or drop	bounded	uri_allocation_rejection_is_recoverable
transient.protocol_diagnostic	crates/dustnet-core/src/protocol/mod.rs	try_protocol_diagnostic	result	remote	operation	transient	MAX_PROTOCOL_DIAGNOSTIC_BYTES with complete UTF-8 scalar boundaries	none	literal errors borrow static text while formatted diagnostics reserve each bounded segment fallibly	allocation rejection returns ResourceExhausted instead of publishing a partial diagnostic	ProtocolError handling logging or drop	bounded	protocol_diagnostic_formatting_is_bounded_and_fallible
transient.transport_address	crates/dustnet-client/src/transport.rs	try_format_host_port	result	remote	operation	transient	validated host plus brackets colon and five decimal port digits	none	complete socket-address capacity is checked and reserved before formatting	allocation rejection precedes network connection and publishes no address	connection attempt completion error or return	bounded	transport_address_and_server_name_allocation_rejection_is_recoverable
transient.transport_server_name	crates/dustnet-client/src/transport.rs	try_server_name	result	remote	operation	transient	validated canonical host bounded by MAX_URI_LEN	none	exact host capacity is reserved before TLS server-name construction	allocation rejection precedes TCP or TLS handshake state mutation	TLS handshake completion error or return	bounded	transport_address_and_server_name_allocation_rejection_is_recoverable
transient.origin_storage_key	crates/dustnet-core/src/protocol/origin.rs	Origin::storage_key	result	remote	operation	transient	canonical host plus fixed security label separator and decimal port	none	complete bounded key capacity is reserved before allocation-free formatting	allocation rejection publishes no partial key	local UI selection test or drop	bounded	storage_keys_format_compare_and_match_without_duplicate_keys
transient.session_directive_serialize	crates/dustnet-core/src/session.rs	SessionDirective::serialize	result	remote	operation	transient	MAX_TOKEN_LEN plus MAX_SCOPE_LEN and fixed directive metadata	none	public values are semantically bounded before complete output capacity is reserved and written	invalid input or allocation rejection publishes no partial directive	compatibility caller or drop	bounded	directive_allocation_rejection_never_publishes_a_partial_value
transient.session_directive_parse_set	crates/dustnet-core/src/session.rs	SessionDirective::parse_set	result	remote	operation	transient	MAX_TOKEN_LEN plus MAX_SCOPE_LEN	none	borrowed values are validated before token and scope are copied fallibly	second-copy rejection drops the already-built token and publishes no directive	compatibility caller or drop	bounded	directive_allocation_rejection_never_publishes_a_partial_value
transient.session_directive_parse_clear	crates/dustnet-core/src/session.rs	SessionDirective::parse_clear	result	remote	operation	transient	MAX_SCOPE_LEN	none	borrowed scope is validated before it is copied fallibly	allocation rejection publishes no directive	compatibility caller or drop	bounded	directive_allocation_rejection_never_publishes_a_partial_value
event_dispatcher.collection_lease	crates/dustnet-client/src/compositor/terminal/events.rs	EventDispatcher	_collection_lease	remote	page	retained	MAX_PENDING_EVENT_ACTIONS topology	RemoteCollections	full queue capacity is admitted before dispatcher publication	admission rejection returns without a dispatcher or partial queue	page replacement or drop	governed	queue_capacity_is_governed_for_the_page_lifetime,page_canvas_and_event_queue_rejection_refuse_the_page_and_recover
watch.generation_text	crates/dustnet-server/src/live_watch.rs	LiveGeneration	text	remote	process	retained	MAX_LIVE_UPDATE_SIZE less update framing and 128 MiB server-wide subscription budget	ServerSubscriptions	read scratch plus retained text reserved once before the read, never once per subscriber	refused read leaves the previous generation published and retries on the next reconcile	last Arc holder drops, whether the registry or a lagging subscriber	governed	watch_entry_allocation_rejection_returns_every_byte
watch.generation_lease	crates/dustnet-server/src/live_watch.rs	LiveGeneration	_content_lease	remote	process	retained	exact retained text capacity after read scratch is released	ServerSubscriptions	reserved with the read and shrunk to the retained text	candidate lease drops with the abandoned read	last Arc holder drops	governed	watch_entry_allocation_rejection_returns_every_byte
watch.entry_wakes	crates/dustnet-server/src/live_watch.rs	WatchedFile	wakes	remote	process	retained	WAKE_SLOTS per file and MAX_WATCHED_FILES files server-wide	ServerSubscriptions	capacity reserved fallibly when the entry is installed, before any subscriber is admitted	rejection at WakeSlots refuses the attach and returns the entry lease	entry is reaped when its last watch receiver drops	governed	watch_entry_allocation_rejection_returns_every_byte
watch.entry_lease	crates/dustnet-server/src/live_watch.rs	WatchedFile	_entry_lease	remote	process	retained	exact key path capacity plus reserved wake slots	ServerSubscriptions	reserved before the entry is inserted	failed install drops the lease without inserting an entry	entry is reaped when its last watch receiver drops	governed	watch_entry_allocation_rejection_returns_every_byte
watch.entry_updates	crates/dustnet-server/src/live_watch.rs	WatchedFile	updates	remote	process	retained	one channel per watched file holding one refcounted generation	none	created with the entry; the generation it holds is charged by row watch.generation_text	channel creation is infallible and fixed size	entry is reaped when its last watch receiver drops	bounded	one_read_serves_every_subscriber_of_a_path
watch.files	crates/dustnet-server/src/live_watch.rs	WatchRegistry	files	remote	process	retained	MAX_WATCHED_FILES distinct paths server-wide	none	attach refuses a new path once the ceiling is reached	refused attach leaves the table unchanged	reaped per entry when its last watch receiver drops	bounded	a_generation_is_released_when_its_last_holder_drops
watch.change_source	crates/dustnet-server/src/live_watch.rs	WatchRegistry	source	local	process	retained	one boxed change source per server	none	constructed once at server start from local configuration	a source that cannot start is replaced by periodic reconciliation	dropped with the registry	local	write_via_rename_is_observed
server.subscription_baseline	crates/dustnet-server/src/lib.rs	StaticSubscription	baseline	remote	connection	retained	one refcounted handle on a generation whose bytes are charged by row watch.generation_text	none	an Arc clone of a generation already admitted by the registry; no content is copied per subscriber	handle clone is infallible and fixed size	advances on a successful send, or drops with the subscription	bounded	shared_generation_pressure_preserves_the_delta_baseline
server.subscription_updates	crates/dustnet-server/src/lib.rs	StaticSubscription	updates	remote	connection	retained	one watch receiver per subscription and 16 subscriptions per connection	none	created by the registry when the subscription attaches	receiver creation is infallible and fixed size	dropped with the subscription, which is what lets the registry reap the file	bounded	read_and_send_failures_preserve_the_delta_baseline
runtime.retry_after_trust	crates/dustnet-client/src/compositor/terminal/runner.rs	TerminalRuntime	retry_after_trust	local	operation	retained	at most one URI, already admitted as the navigation target	none	fallible AtpUri try_clone of a URI the client had already accepted; a rejected clone leaves the slot empty	allocation rejection abandons the retry and reports it rather than reconnecting unpinned	taken by the next loop iteration or runtime drop	bounded	an_unverifiable_site_is_reported_then_reachable_once_pinned
runtime.last_fetch_error	crates/dustnet-client/src/compositor/terminal/runner.rs	TerminalRuntime	last_fetch_error	remote	operation	retained	at most one message, already bounded by the ClientError it was formatted from	none	one owned String per failed fetch, replacing any previous	no allocation path of its own; the message it clones is already held	taken when the first navigation reports it or runtime drop	bounded	an_unverifiable_site_is_reported_then_reachable_once_pinned
